2003079,12,15,22,23,26,31,04
2003080,09,20,24,25,28,30,10
2003081,01,02,14,26,29,30,07
2003082,07,17,18,19,30,31,14
2003083,01,03,14,18,26,28,01
2003084,02,06,07,10,17,33,03
2003085,01,04,11,12,19,27,14
2003086,05,12,16,18,26,30,13
2003087,02,03,04,05,24,28,13
2003088,03,10,21,22,24,33,12
2003089,18,19,21,26,27,33,16
2004001,01,02,03,07,10,25,07
2004002,10,12,18,22,30,31,11
2004003,03,05,06,17,26,33,08
2004004,10,19,22,23,25,29,09
2004005,09,11,13,16,17,18,07
2004006,04,12,18,20,23,32,06
2004007,04,12,17,20,25,28,09
2004008,01,07,10,22,32,33,13
2004009,01,09,10,16,22,24,11
2004010,06,07,08,13,14,19,15
2004011,01,04,13,23,28,30,03
2004012,01,07,27,30,31,33,08
2004013,12,14,21,29,30,32,13
2004014,03,07,11,17,20,26,12
2004015,01,03,05,18,22,23,13
2004016,04,07,08,28,30,32,05
2004017,05,12,14,15,25,31,09
2004018,02,05,06,08,28,30,06
2004019,05,10,11,23,24,32,04
2004020,01,02,09,22,28,31,04
2004021,05,09,11,17,26,27,10
2004022,03,10,14,19,20,30,06
2004023,01,08,14,17,19,30,03
2004024,01,13,21,23,25,32,06
2004025,07,08,10,24,29,33,04
2004026,04,10,14,18,28,32,15
2004027,01,05,09,10,18,32,11
2004028,01,02,03,05,10,22,12
2004029,09,13,20,22,24,32,05
2004030,01,07,09,17,26,31,05
2004031,03,06,19,20,21,24,11
2004032,02,05,08,11,15,31,13
2004033,01,04,08,09,19,20,01
2004034,02,07,13,20,27,30,14
2004035,02,08,26,27,30,32,16
2004036,02,13,17,18,26,30,01
2004037,03,04,11,17,20,26,05
2004038,11,16,17,25,28,29,07
2004039,10,16,18,25,26,29,03
2004040,07,17,19,20,21,29,11
2004041,08,10,17,22,25,29,14
2004042,06,10,13,17,18,21,02
2004043,04,09,10,21,22,24,10
2004044,02,06,07,12,31,32,05
2004045,01,12,18,26,27,28,13
2004046,07,15,16,22,23,32,14
2004047,01,07,08,11,27,31,06
2004048,08,09,11,16,17,29,09
2004049,11,12,14,16,25,29,09
2004050,06,07,19,21,25,29,02
2004051,02,03,09,10,15,29,11
2004052,01,12,14,15,17,29,09
2004053,02,03,04,09,24,25,02
2004054,09,11,14,16,27,28,11
2004055,06,08,19,25,29,32,07
2004056,01,20,21,25,29,30,02
2004057,05,21,23,25,28,32,04
2004058,01,08,11,12,27,31,12
2004059,04,07,11,19,23,26,10
2004060,03,05,11,24,27,28,15
2004061,13,16,19,20,23,33,09
2004062,01,12,25,27,28,29,13
2004063,07,10,13,16,27,28,07
2004064,14,15,18,20,27,31,04
2004065,13,14,27,29,32,33,08
2004066,05,13,20,23,24,25,03
2004067,01,06,07,13,16,32,04
2004068,02,08,11,13,24,31,15
2004069,02,11,15,20,22,29,05
2004070,10,12,21,22,30,33,06
2004071,03,08,16,17,21,29,06
2004072,08,15,18,28,30,33,14
2004073,02,07,13,16,23,28,16
2004074,05,06,15,19,26,29,13
2004075,07,18,21,26,27,28,07
2004076,03,05,13,17,25,31,07
2004077,08,09,10,14,16,26,07
2004078,04,05,10,21,24,26,05
2004079,07,13,14,17,19,30,03
2004080,03,08,20,23,24,26,16
2004081,03,05,21,24,27,32,06
2004082,03,20,24,27,29,30,15
2004083,14,16,27,28,30,33,06
2004084,01,04,08,11,21,25,14
2004085,03,08,11,29,30,32,01
2004086,10,13,18,19,25,27,01
2004087,01,03,07,08,25,26,14
2004088,02,10,19,22,24,32,14
2004089,14,17,20,25,28,30,14
2004090,01,18,20,24,32,33,12
2004091,09,13,14,21,30,33,01
2004092,01,04,08,13,28,31,02
2004093,11,14,20,27,32,33,05
2004094,05,09,10,13,24,25,08
2004095,19,22,27,28,30,32,01
2004096,01,04,12,16,20,30,15
2004097,10,19,20,26,29,31,14
2004098,03,12,13,25,26,31,03
2004099,05,10,21,22,26,33,02
2004100,06,08,09,14,24,33,15
2004101,02,09,14,19,25,26,15
2004102,03,09,12,15,28,32,01
2004103,02,03,05,09,16,21,02
2004104,07,11,17,18,24,29,05
2004105,07,09,10,21,23,30,12
2004106,10,15,23,26,28,29,12
2004107,01,08,12,13,18,20,07
2004108,08,13,14,27,28,31,12
2004109,06,08,10,17,30,31,14
2004110,14,19,20,21,22,31,11
2004111,11,16,18,20,26,31,02
2004112,09,13,15,21,26,33,06
2004113,08,10,23,25,31,32,07
2004114,01,06,09,17,21,22,01
2004115,02,16,20,30,31,33,01
2004116,01,03,05,08,14,33,03
2004117,01,03,07,14,24,25,07
2004118,03,04,07,12,30,31,15
2004119,06,09,18,20,25,33,06
2004120,07,08,18,21,27,32,10
2004121,07,13,16,18,30,32,10
2004122,03,11,14,22,24,31,15
2005001,01,07,08,23,27,28,14
2005002,06,09,20,26,28,33,14
2005003,09,12,15,19,22,31,16
2005004,01,04,08,09,22,23,03
2005005,05,09,20,26,28,33,15
2005006,02,04,05,15,21,31,16
2005007,07,15,17,20,23,33,15
2005008,11,19,22,27,32,33,11
2005009,02,17,22,27,29,31,14
2005010,08,10,11,18,25,26,01
2005011,09,11,13,15,22,30,15
2005012,02,03,06,16,22,31,05
2005013,07,08,16,19,20,24,06
2005014,13,19,21,23,30,32,05
2005015,04,08,09,16,17,29,15
2005016,01,05,06,12,16,30,15
2005017,02,06,10,25,27,31,03
2005018,01,03,06,22,23,25,06
2005019,06,11,12,13,19,22,08
2005020,14,16,19,20,25,29,05
2005021,02,06,24,26,30,31,16
2005022,08,10,12,21,32,33,04
2005023,10,15,19,20,21,25,12
2005024,05,09,14,27,31,32,13
2005025,01,07,10,11,13,32,07
2005026,06,12,14,20,25,26,07
2005027,01,03,04,06,21,32,15
2005028,04,09,22,25,26,32,10
2005029,02,14,21,22,27,30,14
2005030,01,05,09,14,22,28,05
2005031,04,10,16,20,23,32,07
2005032,05,15,19,20,25,29,03
2005033,07,08,12,14,19,20,07
2005034,05,17,18,25,28,32,09
2005035,12,16,21,28,29,30,14
2005036,12,19,20,21,26,31,15
2005037,07,12,14,22,24,32,16
2005038,04,07,11,20,27,28,16
2005039,02,16,18,19,21,29,09
2005040,01,12,21,24,30,32,13
2005041,02,11,16,23,24,29,03
2005042,11,16,21,26,27,30,15
2005043,04,05,06,07,08,32,05
2005044,01,06,16,17,18,22,09
2005045,01,07,10,15,18,20,10
2005046,09,16,18,20,22,24,05
2005047,02,03,05,07,08,27,15
2005048,06,07,08,10,16,28,02
2005049,02,03,08,10,25,27,12
2005050,02,09,12,20,26,32,13
2005051,03,06,14,19,20,21,02
2005052,01,02,14,17,30,32,01
2005053,04,07,10,14,27,29,09
2005054,05,13,17,18,21,29,14
2005055,05,20,22,30,32,33,09
2005056,12,17,19,27,29,31,09
2005057,05,06,10,15,30,31,13
2005058,04,06,10,21,25,26,10
2005059,07,11,14,18,24,29,07
2005060,09,12,21,25,31,33,13
2005061,05,09,14,21,23,24,01
2005062,02,07,11,12,20,23,07
2005063,02,11,13,18,22,30,04
2005064,10,18,23,27,30,32,08
2005065,12,16,17,21,22,23,16
2005066,02,04,10,11,25,28,05
2005067,03,12,16,20,21,26,16
2005068,01,08,10,13,25,33,13
2005069,07,09,21,24,31,33,12
2005070,03,04,08,14,16,26,04
2005071,04,08,12,14,16,22,10
2005072,06,10,19,20,24,33,11
2005073,01,06,08,09,18,20,01
2005074,06,09,18,20,26,29,09
2005075,11,13,14,16,18,31,14
2005076,04,09,11,22,25,28,13
2005077,08,17,22,24,32,33,16
2005078,03,11,15,20,26,32,11
2005079,03,09,20,24,25,28,05
2005080,01,12,14,26,27,32,16
2005081,02,04,10,12,26,30,03
2005082,01,07,11,14,19,20,12
2005083,03,05,09,14,16,30,13
2005084,01,02,07,15,19,20,03
2005085,08,09,13,14,20,22,12
2005086,07,11,12,24,27,29,12
2005087,08,09,15,16,23,26,08
2005088,01,03,07,18,20,24,07
2005089,05,19,20,23,26,31,12
2005090,01,09,21,25,29,32,03
2005091,01,11,12,15,26,27,13
2005092,08,13,19,26,28,31,10
2005093,04,06,17,23,25,29,14
2005094,03,05,09,23,27,33,03
2005095,09,12,18,21,28,29,05
2005096,04,05,17,18,26,33,04
2005097,05,10,23,27,28,30,15
2005098,12,15,19,22,31,33,01
2005099,10,13,16,22,24,31,09
2005100,02,04,09,14,16,31,03
2005101,09,16,19,21,22,24,12
2005102,02,05,06,14,24,31,12
2005103,04,07,16,18,23,30,07
2005104,02,04,21,23,30,33,09
2005105,04,15,23,30,32,33,03
2005106,01,11,13,24,26,31,13
2005107,09,10,20,24,25,26,11
2005108,03,10,12,24,29,30,06
2005109,03,05,13,15,17,31,04
2005110,07,10,16,19,24,25,09
2005111,03,07,15,16,19,29,09
2005112,04,12,22,28,29,30,16
2005113,15,18,20,22,26,27,03
2005114,06,07,10,15,21,27,06
2005115,03,12,18,23,30,33,02
2005116,04,06,08,14,15,30,10
2005117,06,17,22,27,28,32,03
2005118,04,09,12,15,26,31,16
2005119,01,07,11,18,20,22,02
2005120,01,06,13,18,30,32,14
2005121,01,07,20,25,31,32,12
2005122,01,04,07,14,30,32,09
2005123,11,12,13,17,18,25,07
2005124,05,06,10,19,31,33,11
2005125,06,14,18,28,31,32,03
2005126,02,08,13,19,25,26,09
2005127,04,06,11,14,23,25,12
2005128,02,04,14,23,29,33,15
2005129,05,10,14,20,27,33,03
2005130,03,05,09,15,20,25,16
2005131,02,07,10,11,12,24,03
2005132,02,04,10,18,27,29,15
2005133,01,07,14,16,18,25,11
2005134,04,13,14,18,26,30,01
2005135,01,05,13,15,21,25,11
2005136,05,14,16,18,25,27,13
2005137,03,09,15,23,25,33,12
2005138,03,05,06,11,20,22,13
2005139,02,07,20,23,32,33,10
2005140,04,06,07,08,12,17,07
2005141,03,05,08,12,16,19,15
2005142,07,10,12,17,22,29,05
2005143,03,10,15,17,20,32,08
2005144,01,08,14,15,19,27,09
2005145,03,07,08,17,20,28,15
2005146,07,11,19,20,24,28,02
2005147,06,07,15,27,28,30,10
2005148,03,15,17,23,24,29,13
2005149,11,16,21,23,25,32,07
2005150,03,07,10,14,18,20,02
2005151,04,11,12,13,19,30,05
2005152,01,05,12,14,21,27,03
2005153,04,05,07,21,26,29,01
2006001,01,12,15,19,21,28,03
2006002,07,13,16,21,26,28,09
2006003,02,04,05,06,16,20,12
2006004,04,08,17,27,28,31,07
2006005,03,19,20,24,26,27,11
2006006,08,21,22,23,26,32,14
2006007,04,16,18,27,32,33,07
2006008,03,05,09,18,28,32,16
2006009,05,06,08,20,26,30,06
2006010,04,06,12,19,27,29,08
2006011,05,07,08,14,27,31,11
2006012,09,11,13,27,31,33,10
2006013,01,05,06,12,16,21,11
2006014,06,14,26,29,32,33,07
2006015,02,03,09,15,29,32,03
2006016,01,07,13,17,23,30,16
2006017,03,04,08,31,32,33,02
2006018,01,13,14,17,24,26,05
2006019,04,06,13,22,26,32,07
2006020,05,09,21,23,26,29,06
2006021,01,02,05,20,21,22,09
2006022,02,03,04,13,16,27,13
2006023,04,13,14,19,23,28,08
2006024,02,07,09,11,21,27,06
2006025,03,04,17,19,24,32,05
2006026,01,02,18,22,29,32,03
2006027,06,08,11,14,16,27,15
2006028,05,07,14,16,17,27,04
2006029,03,04,07,09,14,19,08
2006030,08,13,15,17,20,32,14
2006031,03,10,12,16,31,32,14
2006032,05,18,20,24,26,31,09
2006033,15,20,22,23,27,31,06
2006034,02,10,15,16,17,33,13
2006035,03,09,13,21,27,29,13
2006036,04,07,10,16,17,21,09
2006037,02,12,23,24,25,32,14
2006038,02,14,17,19,22,30,10
2006039,16,19,22,28,31,32,03
2006040,15,22,25,26,28,33,03
2006041,03,10,16,18,21,28,04
2006042,03,16,23,26,28,31,11
2006043,05,12,13,16,23,32,03
2006044,02,10,18,21,30,31,05
2006045,06,07,10,14,20,21,04
2006046,13,18,23,29,31,32,08
2006047,02,17,20,22,28,32,03
2006048,09,13,19,25,29,32,12
2006049,06,10,12,13,17,20,03
2006050,02,06,12,15,25,31,07
2006051,02,06,07,17,27,30,16
2006052,11,24,26,27,30,32,03
2006053,01,11,17,27,28,31,02
2006054,03,05,07,10,28,30,04
2006055,04,05,28,29,31,33,11
2006056,11,13,15,21,23,25,08
2006057,03,04,17,18,21,31,08
2006058,01,12,22,23,24,25,14
2006059,05,10,15,17,27,29,11
2006060,05,15,19,23,30,32,14
2006061,05,13,17,19,25,30,11
2006062,18,22,23,24,26,30,01
2006063,04,05,15,21,23,24,08
2006064,03,12,14,21,24,28,11
2006065,04,08,17,28,29,30,13
2006066,06,08,11,18,30,33,05
2006067,07,08,11,16,17,24,13
2006068,03,07,10,14,30,33,10
2006069,05,16,20,22,29,30,08
2006070,02,03,11,13,20,27,02
2006071,05,11,12,19,29,31,01
2006072,02,03,05,20,21,24,08
2006073,05,13,16,18,27,29,12
2006074,01,03,15,19,25,33,04
2006075,10,21,22,23,25,33,11
2006076,04,10,17,21,29,32,14
2006077,08,09,12,13,19,33,09
2006078,03,05,17,22,31,33,12
2006079,06,11,13,17,20,32,08
2006080,15,17,20,22,26,29,09
2006081,14,16,18,21,22,32,04
2006082,03,13,15,23,28,29,09
2006083,07,09,18,19,26,29,10
2006084,01,12,17,21,25,28,12
2006085,02,06,18,21,24,25,08
2006086,04,06,10,24,26,31,06
2006087,04,05,08,09,12,30,05
2006088,03,11,20,24,25,26,01
2006089,01,13,16,18,19,22,01
2006090,02,11,15,20,23,29,11
2006091,07,08,12,21,22,24,07
2006092,02,08,11,16,20,21,14
2006093,02,12,16,18,19,23,05
2006094,15,16,17,18,24,33,13
2006095,01,03,17,20,21,29,16
2006096,01,05,09,13,18,33,14
2006097,11,14,15,20,26,27,12
2006098,06,07,10,11,18,23,16
2006099,09,12,18,23,24,27,05
2006100,01,11,18,26,30,32,03
2006101,09,12,20,26,27,28,16
2006102,01,04,13,19,20,24,11
2006103,12,14,15,25,28,31,06
2006104,03,07,22,27,28,31,11
2006105,05,12,14,15,20,31,01
2006106,02,12,14,19,28,33,10
2006107,01,06,08,13,17,30,07
2006108,02,06,08,20,24,30,09
2006109,01,05,17,18,23,26,13
2006110,09,12,14,18,27,33,13
2006111,01,08,11,16,17,22,15
2006112,04,09,13,15,31,33,11
2006113,05,14,17,18,28,33,02
2006114,08,10,14,20,27,29,16
2006115,01,10,20,26,28,29,15
2006116,05,16,21,22,32,33,09
2006117,06,14,20,22,23,26,09
2006118,01,03,07,08,10,30,05
2006119,01,02,14,20,27,30,02
2006120,06,08,14,15,24,33,09
2006121,03,04,06,27,31,33,06
2006122,04,05,06,08,22,24,03
2006123,02,03,20,25,28,32,06
2006124,12,13,14,18,31,32,13
2006125,15,19,23,30,32,33,06
2006126,02,08,13,16,24,33,09
2006127,03,04,11,17,19,30,01
2006128,04,15,21,30,31,33,05
2006129,09,14,18,22,27,29,12
2006130,01,12,21,22,30,32,02
2006131,03,04,09,22,26,33,01
2006132,06,14,22,26,30,33,01
2006133,04,06,20,25,29,31,03
2006134,10,13,18,26,28,30,12
2006135,04,19,21,22,23,31,04
2006136,11,15,17,21,22,24,05
2006137,10,14,17,21,27,31,09
2006138,04,09,11,17,18,26,08
2006139,07,08,14,21,23,25,05
2006140,01,08,11,18,19,23,05
2006141,16,18,22,23,25,31,11
2006142,10,16,19,22,26,27,16
2006143,01,15,20,29,31,32,08
2006144,04,10,13,16,22,29,06
2006145,02,07,23,26,28,31,07
2006146,03,09,13,23,28,30,05
2006147,01,04,15,17,27,31,01
2006148,04,08,12,13,23,29,01
2006149,02,03,05,11,15,32,15
2006150,08,09,12,18,25,27,12
2006151,01,03,04,06,16,22,08
2006152,01,14,20,25,27,31,15
2006153,01,07,11,20,30,33,10
2006154,07,14,18,20,30,33,13
2007001,02,04,09,10,20,26,14
2007002,05,06,14,20,21,22,01
2007003,05,09,11,12,22,27,15
2007004,03,07,10,13,25,33,10
2007005,01,05,06,16,24,30,12
2007006,06,10,14,22,26,27,11
2007007,04,12,15,17,22,32,14
2007008,01,04,05,18,19,25,10
2007009,02,04,14,15,25,27,15
2007010,03,08,14,17,30,32,05
2007011,03,10,15,25,28,33,16
2007012,03,05,07,21,26,28,04
2007013,05,15,18,27,29,32,05
2007014,01,13,16,20,24,26,09
2007015,03,04,08,18,22,30,15
2007016,01,18,20,22,26,33,05
2007017,05,09,10,24,25,32,14
2007018,01,12,18,20,21,26,11
2007019,04,11,16,23,29,31,14
2007020,05,10,16,20,28,31,14
2007021,03,06,09,11,25,31,13
2007022,02,04,07,10,18,27,10
2007023,03,07,13,17,32,33,02
2007024,08,09,17,25,27,32,06
2007025,03,16,18,22,23,26,03
2007026,01,04,14,16,26,29,10
2007027,02,03,09,22,24,27,11
2007028,03,08,13,20,29,30,11
2007029,06,08,09,11,19,21,10
2007030,03,16,21,22,27,30,04
2007031,04,06,10,12,19,31,01
2007032,04,08,16,24,30,32,16
2007033,03,04,11,17,18,28,09
2007034,02,09,12,14,23,25,16
2007035,01,04,08,12,29,31,06
2007036,03,14,21,23,30,31,10
2007037,10,11,16,23,31,33,16
2007038,03,11,14,19,21,30,05
2007039,06,07,19,24,27,29,01
2007040,13,14,15,19,24,30,10
2007041,01,03,09,11,26,31,12
2007042,03,13,16,19,32,33,08
2007043,03,08,10,11,14,30,05
2007044,09,13,20,21,24,32,08
2007045,01,12,18,21,28,30,10
2007046,02,06,07,09,19,26,14
2007047,02,04,16,18,23,30,06
2007048,02,11,12,15,17,28,12
2007049,04,14,18,19,31,33,02
2007050,01,05,08,13,18,25,02
2007051,03,14,16,26,27,33,13
2007052,02,03,07,08,26,29,07
2007053,10,13,16,17,18,27,11
2007054,01,03,16,18,23,28,05
2007055,02,06,11,22,28,29,02
2007056,14,17,21,29,31,32,12
2007057,05,11,18,19,20,21,09
2007058,07,08,10,13,25,27,07
2007059,01,03,04,06,07,29,14
2007060,01,02,08,16,19,29,05
2007061,01,06,07,11,20,23,05
2007062,08,17,20,29,30,33,09
2007063,10,15,17,24,26,28,12
2007064,02,06,09,16,21,23,16
2007065,04,07,19,21,25,31,07
2007066,05,11,16,24,32,33,08
2007067,06,11,13,17,21,23,11
2007068,11,18,19,22,23,28,01
2007069,03,04,11,12,14,32,12
2007070,06,08,15,17,18,30,12
2007071,01,06,14,21,30,31,09
2007072,02,04,08,13,14,33,16
2007073,05,09,11,19,28,31,02
2007074,08,13,15,25,27,28,03
2007075,13,16,17,22,30,32,03
2007076,06,12,15,16,20,31,02
2007077,06,08,14,21,28,29,02
2007078,04,06,07,23,25,32,01
2007079,03,04,14,20,21,25,14
2007080,01,08,16,18,19,29,04
2007081,09,14,15,19,24,33,13
2007082,05,15,17,18,25,32,15
2007083,11,14,18,20,21,26,05
2007084,06,10,12,14,20,27,10
2007085,02,12,17,19,29,30,12
2007086,05,08,14,22,27,29,16
2007087,01,03,04,05,08,21,09
2007088,02,04,10,28,29,33,06
2007089,03,07,08,15,19,28,03
2007090,05,11,13,27,30,31,02
2007091,02,11,17,30,31,32,07
2007092,14,18,22,23,24,33,09
2007093,05,10,13,15,19,29,02
2007094,03,05,18,19,24,32,02
2007095,01,06,08,18,29,32,07
2007096,09,10,20,22,30,32,08
2007097,04,08,13,18,26,30,11
2007098,02,03,05,11,19,20,12
2007099,03,04,14,27,31,33,05
2007100,08,18,27,29,30,32,06
2007101,15,16,18,21,22,30,14
2007102,04,06,08,18,20,33,11
2007103,07,09,25,27,30,32,01
2007104,02,08,12,14,20,32,04
2007105,02,07,10,17,23,29,14
2007106,12,18,21,24,25,29,08
2007107,02,08,09,18,24,28,10
2007108,03,07,12,13,20,33,02
2007109,01,04,07,08,13,14,04
2007110,02,04,07,15,24,28,03
2007111,02,09,10,12,13,17,11
2007112,07,11,14,16,25,32,11
2007113,04,18,23,25,26,31,10
2007114,05,12,15,24,27,33,05
2007115,01,05,10,16,20,26,02
2007116,03,05,07,11,17,27,13
2007117,03,07,09,10,26,32,01
2007118,04,10,16,18,25,32,15
2007119,03,08,11,13,25,31,12
2007120,06,07,11,12,18,25,01
2007121,03,10,21,22,27,28,06
2007122,04,07,19,24,26,32,09
2007123,01,13,15,23,28,32,02
2007124,03,07,13,16,19,32,16
2007125,03,05,18,20,27,33,01
2007126,09,10,19,23,26,31,09
2007127,06,09,13,16,24,28,11
2007128,09,10,19,21,27,31,05
2007129,05,07,20,21,22,30,08
2007130,03,05,09,11,27,31,04
2007131,03,05,07,16,22,27,05
2007132,01,09,16,21,22,23,05
2007133,03,06,07,11,13,33,10
2007134,01,04,10,13,18,25,15
2007135,01,11,16,26,31,33,16
2007136,01,02,18,21,25,29,14
2007137,03,07,08,18,20,22,03
2007138,02,03,15,17,19,25,16
2007139,06,10,12,14,16,22,06
2007140,01,05,16,21,22,26,11
2007141,02,03,04,06,17,31,08
2007142,11,20,25,26,27,30,08
2007143,01,06,22,23,24,26,04
2007144,08,14,23,25,28,32,16
2007145,08,09,11,12,25,31,11
2007146,04,18,22,24,26,30,09
2007147,03,07,18,24,26,27,04
2007148,03,09,16,17,23,28,07
2007149,01,17,19,22,28,30,03
2007150,03,05,11,13,19,24,05
2007151,01,06,10,11,23,25,02
2007152,11,17,21,29,30,33,08
2007153,01,04,19,20,25,31,15
2008001,02,04,07,09,14,29,03
2008002,03,04,18,22,25,29,09
2008003,06,08,11,13,17,19,12
2008004,04,08,22,23,27,29,08
2008005,03,05,15,22,24,25,15
2008006,01,14,16,18,22,27,14
2008007,01,13,17,22,23,30,11
2008008,02,15,16,23,26,27,07
2008009,09,21,29,30,31,32,16
2008010,03,08,11,17,21,27,09
2008011,02,14,17,21,30,32,03
2008012,03,04,05,16,20,30,13
2008013,02,08,15,16,22,28,10
2008014,03,09,11,17,21,31,14
2008015,06,08,11,16,29,33,03
2008016,03,12,14,21,29,33,13
2008017,02,05,07,17,20,22,02
2008018,02,05,06,23,26,33,13
2008019,02,09,11,17,27,31,05
2008020,03,10,13,15,28,30,03
2008021,09,12,19,20,26,28,15
2008022,12,18,20,24,28,32,05
2008023,08,16,18,25,26,32,02
2008024,11,20,21,26,28,30,13
2008025,08,16,17,18,19,21,14
2008026,05,17,19,27,29,32,03
2008027,15,18,19,23,24,26,13
2008028,01,13,21,26,29,32,10
2008029,01,09,14,22,29,32,12
2008030,06,15,18,19,20,28,11
2008031,03,06,11,15,21,31,13
2008032,05,14,16,21,23,28,13
2008033,12,17,18,30,31,33,04
2008034,03,05,09,11,21,29,09
2008035,07,11,14,17,18,29,16
2008036,02,06,13,18,23,28,16
2008037,01,12,22,24,28,31,06
2008038,03,09,10,11,15,19,13
2008039,01,07,10,13,22,29,01
2008040,06,13,22,25,27,28,09
2008041,08,11,20,22,23,27,04
2008042,03,04,09,11,12,24,01
2008043,03,10,16,22,27,33,14
2008044,05,07,09,20,26,29,09
2008045,01,10,13,21,29,32,04
2008046,15,16,18,24,28,33,15
2008047,09,12,13,14,20,22,10
2008048,11,18,21,27,30,32,01
2008049,03,10,12,13,19,25,04
2008050,01,11,19,24,26,27,03
2008051,01,04,08,10,13,33,11
2008052,02,10,17,23,29,31,10
2008053,06,12,19,20,21,27,04
2008054,02,06,16,17,20,25,07
2008055,11,16,19,23,26,31,04
2008056,08,13,22,23,25,30,07
2008057,19,20,21,26,28,30,08
2008058,01,12,21,27,29,31,11
2008059,02,06,15,29,31,32,16
2008060,06,07,08,17,30,32,03
2008061,01,02,05,12,26,31,06
2008062,06,08,13,17,24,27,15
2008063,05,09,11,14,16,17,15
2008064,01,02,07,09,12,18,12
2008065,05,13,15,19,30,31,05
2008066,07,12,21,22,29,30,08
2008067,10,11,15,19,26,33,13
2008068,05,07,17,23,27,29,07
2008069,05,08,17,20,26,30,10
2008070,05,06,12,15,18,33,13
2008071,01,06,21,26,27,28,09
2008072,01,05,10,18,22,30,09
2008073,01,09,13,22,28,33,08
2008074,01,11,15,19,20,24,09
2008075,01,08,14,18,22,30,03
2008076,02,05,07,11,13,18,11
2008077,04,12,22,26,30,33,09
2008078,06,13,16,26,30,33,01
2008079,03,04,05,10,20,32,09
2008080,04,14,22,25,29,32,14
2008081,02,12,13,18,25,31,04
2008082,04,08,10,12,21,26,09
2008083,07,08,09,18,29,32,09
2008084,04,07,13,20,29,30,16
2008085,01,04,12,20,24,29,15
2008086,04,05,10,26,27,30,12
2008087,01,07,26,29,30,31,06
2008088,01,06,08,16,17,23,05
2008089,03,06,11,16,22,27,11
2008090,02,07,14,18,19,24,01
2008091,03,12,14,23,31,32,10
2008092,01,03,18,27,28,30,05
2008093,04,10,12,16,26,28,07
2008094,01,04,15,16,23,28,14
2008095,03,08,14,21,28,29,03
2008096,06,08,12,24,27,31,14
2008097,03,06,08,09,16,17,13
2008098,06,07,10,11,15,30,01
2008099,10,15,16,22,23,24,07
2008100,08,14,17,21,27,28,14
2008101,09,17,21,26,28,30,04
2008102,03,07,12,21,25,32,05
2008103,01,12,16,18,22,33,04
2008104,03,06,08,17,24,31,01
2008105,05,17,19,27,28,32,02
2008106,14,19,25,27,29,30,15
